Fips,Location,Drug Type,TimeFrame,Data Type,Data,MOE
48,Texas,Psychostimulants,2008,"Rate per 100,000",0.35768,7.63E-02
48,Texas,Psychostimulants,2009,"Rate per 100,000",0.47194,8.78E-02
48,Texas,Psychostimulants,2010,"Rate per 100,000",0.58399,9.50E-02
48,Texas,Psychostimulants,2011,"Rate per 100,000",0.65599,9.97E-02
48,Texas,Psychostimulants,2012,"Rate per 100,000",0.787,0.107879184
48,Texas,Psychostimulants,2013,"Rate per 100,000",1.24701,0.136543736
48,Texas,Psychostimulants,2014,"Rate per 100,000",1.39983,0.142575577
48,Texas,Psychostimulants,2015,"Rate per 100,000",1.67513,0.155473724
48,Texas,Psychostimulants,2016,"Rate per 100,000",2.1005,0.173321903
48,Texas,Psychostimulants,2017,"Rate per 100,000",2.33073,0.180683323
48,Texas,Psychostimulants,2018,"Rate per 100,000",2.81617,0.197256186
48,Texas,Psychostimulants,2019,"Rate per 100,000",3.69926,0.225958888
48,Texas,Psychostimulants,2020,"Rate per 100,000",5.19748,0.264348526
48,Texas,Psychostimulants,2021,"Rate per 100,000",6.55686,0.295053261
48,Texas,Psychostimulants,2022,"Rate per 100,000",7.53646,0.314606981
48,Texas,Psychostimulants,2023,"Rate per 100,000",7.73622,0.316109225
49,Utah,Psychostimulants,1999,"Rate per 100,000",1.15926,0.479591727
49,Utah,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
49,Utah,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
49,Utah,Psychostimulants,2002,"Rate per 100,000",1.15129,0.461086243
49,Utah,Psychostimulants,2003,"Rate per 100,000",1.84692,0.564175785
49,Utah,Psychostimulants,2004,"Rate per 100,000",1.83377,0.578234196
49,Utah,Psychostimulants,2005,"Rate per 100,000",1.81349,0.563765764
49,Utah,Psychostimulants,2006,"Rate per 100,000",2.18775,0.61423105
49,Utah,Psychostimulants,2007,"Rate per 100,000",1.66602,0.520805419
49,Utah,Psychostimulants,2008,"Rate per 100,000",1.79436,0.546211302
49,Utah,Psychostimulants,2009,"Rate per 100,000",1.75968,0.531496346
49,Utah,Psychostimulants,2010,"Rate per 100,000",1.37887,0.465364426
49,Utah,Psychostimulants,2011,"Rate per 100,000",2.21849,0.591004551
49,Utah,Psychostimulants,2012,"Rate per 100,000",3.10506,0.690630615
49,Utah,Psychostimulants,2013,"Rate per 100,000",3.75601,0.743495405
49,Utah,Psychostimulants,2014,"Rate per 100,000",3.91451,0.754747689
49,Utah,Psychostimulants,2015,"Rate per 100,000",5.22816,0.85604912
49,Utah,Psychostimulants,2016,"Rate per 100,000",5.06546,0.841732621
49,Utah,Psychostimulants,2017,"Rate per 100,000",6.82267,0.963088614
49,Utah,Psychostimulants,2018,"Rate per 100,000",7.8769,1.035814806
49,Utah,Psychostimulants,2019,"Rate per 100,000",7.4714,0.989670671
49,Utah,Psychostimulants,2020,"Rate per 100,000",7.83672,1.012418039
49,Utah,Psychostimulants,2021,"Rate per 100,000",10.09063,1.130664886
49,Utah,Psychostimulants,2022,"Rate per 100,000",8.55426,1.028198742
49,Utah,Psychostimulants,2023,"Rate per 100,000",9.23,1.057430431
50,Vermont,Psychostimulants,1999,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2015,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2016,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2017,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2018,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2019,"Rate per 100,000",N/A,N/A
50,Vermont,Psychostimulants,2020,"Rate per 100,000",3.98895,1.683020844
50,Vermont,Psychostimulants,2021,"Rate per 100,000",5.52314,2.002977577
50,Vermont,Psychostimulants,2022,"Rate per 100,000",4.56806,1.787643986
50,Vermont,Psychostimulants,2023,"Rate per 100,000",3.50712,1.547434467
51,Virginia,Psychostimulants,1999,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2013,"Rate per 100,000",0.28324,0.122568436
51,Virginia,Psychostimulants,2014,"Rate per 100,000",0.55902,0.167716682
51,Virginia,Psychostimulants,2015,"Rate per 100,000",0.65031,0.173418388
51,Virginia,Psychostimulants,2016,"Rate per 100,000",0.93284,0.212004796
51,Virginia,Psychostimulants,2017,"Rate per 100,000",1.39075,0.259966152
51,Virginia,Psychostimulants,2018,"Rate per 100,000",1.63859,0.279363171
51,Virginia,Psychostimulants,2019,"Rate per 100,000",2.50858,0.346941846
51,Virginia,Psychostimulants,2020,"Rate per 100,000",4.99338,0.486828257
51,Virginia,Psychostimulants,2021,"Rate per 100,000",6.77613,0.563704191
51,Virginia,Psychostimulants,2022,"Rate per 100,000",6.83185,0.565677848
51,Virginia,Psychostimulants,2023,"Rate per 100,000",6.6007,0.554741009
53,Washington,Psychostimulants,1999,"Rate per 100,000",0.77536,0.221840739
53,Washington,Psychostimulants,2000,"Rate per 100,000",0.88257,0.235537589
53,Washington,Psychostimulants,2001,"Rate per 100,000",0.71948,0.212902457
53,Washington,Psychostimulants,2002,"Rate per 100,000",1.08273,0.259537369
53,Washington,Psychostimulants,2003,"Rate per 100,000",1.49139,0.303739041
53,Washington,Psychostimulants,2004,"Rate per 100,000",1.46869,0.301119596
53,Washington,Psychostimulants,2005,"Rate per 100,000",1.50081,0.300053626
53,Washington,Psychostimulants,2006,"Rate per 100,000",1.28448,0.274398655
53,Washington,Psychostimulants,2007,"Rate per 100,000",1.40148,0.289783239
53,Washington,Psychostimulants,2008,"Rate per 100,000",1.08228,0.252561778
53,Washington,Psychostimulants,2009,"Rate per 100,000",1.64606,0.308995903
53,Washington,Psychostimulants,2010,"Rate per 100,000",1.39565,0.282196879
53,Washington,Psychostimulants,2011,"Rate per 100,000",1.84232,0.324661881
53,Washington,Psychostimulants,2012,"Rate per 100,000",2.07173,0.34510088
53,Washington,Psychostimulants,2013,"Rate per 100,000",2.73878,0.393604994
53,Washington,Psychostimulants,2014,"Rate per 100,000",3.13027,0.412256748
53,Washington,Psychostimulants,2015,"Rate per 100,000",4.24088,0.485070288
53,Washington,Psychostimulants,2016,"Rate per 100,000",4.42421,0.490274072
53,Washington,Psychostimulants,2017,"Rate per 100,000",5.16545,0.521147005
53,Washington,Psychostimulants,2018,"Rate per 100,000",6.00807,0.557584551
53,Washington,Psychostimulants,2019,"Rate per 100,000",6.88235,0.591705233
53,Washington,Psychostimulants,2020,"Rate per 100,000",9.22579,0.684084188
53,Washington,Psychostimulants,2021,"Rate per 100,000",14.0964,0.833946907
53,Washington,Psychostimulants,2022,"Rate per 100,000",17.00113,0.915269348
53,Washington,Psychostimulants,2023,"Rate per 100,000",23.30256,1.06306527
54,West Virginia,Psychostimulants,1999,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
54,West Virginia,Psychostimulants,2013,"Rate per 100,000",2.29189,0.729591906
54,West Virginia,Psychostimulants,2014,"Rate per 100,000",2.17661,0.711996913
54,West Virginia,Psychostimulants,2015,"Rate per 100,000",3.94068,0.978109717
54,West Virginia,Psychostimulants,2016,"Rate per 100,000",6.99075,1.295733929
54,West Virginia,Psychostimulants,2017,"Rate per 100,000",13.62429,1.834037268
54,West Virginia,Psychostimulants,2018,"Rate per 100,000",19.3184,2.184946568
54,West Virginia,Psychostimulants,2019,"Rate per 100,000",24.44099,2.477404706
54,West Virginia,Psychostimulants,2020,"Rate per 100,000",38.3739,3.111601254
54,West Virginia,Psychostimulants,2021,"Rate per 100,000",49.93124,3.5174006
54,West Virginia,Psychostimulants,2022,"Rate per 100,000",44.34008,3.331241455
54,West Virginia,Psychostimulants,2023,"Rate per 100,000",46.20985,3.363948073
55,Wisconsin,Psychostimulants,1999,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2011,"Rate per 100,000",0.36699,0.156680003
55,Wisconsin,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2013,"Rate per 100,000",0.47442,0.189115644
55,Wisconsin,Psychostimulants,2014,"Rate per 100,000",0.86223,0.253318995
55,Wisconsin,Psychostimulants,2015,"Rate per 100,000",0.67768,0.22002016
55,Wisconsin,Psychostimulants,2016,"Rate per 100,000",1.38557,0.318118006
55,Wisconsin,Psychostimulants,2017,"Rate per 100,000",2.32078,0.409400892
55,Wisconsin,Psychostimulants,2018,"Rate per 100,000",2.20598,0.409334775
55,Wisconsin,Psychostimulants,2019,"Rate per 100,000",3.25707,0.498708629
55,Wisconsin,Psychostimulants,2020,"Rate per 100,000",5.32537,0.630923767
55,Wisconsin,Psychostimulants,2021,"Rate per 100,000",7.16211,0.730368181
55,Wisconsin,Psychostimulants,2022,"Rate per 100,000",7.32968,0.738283657
55,Wisconsin,Psychostimulants,2023,"Rate per 100,000",7.20245,0.732598026
56,Wyoming,Psychostimulants,1999,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2015,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2016,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2017,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2018,"Rate per 100,000",3.8686,1.659284634
56,Wyoming,Psychostimulants,2019,"Rate per 100,000",4.49384,1.809335733
56,Wyoming,Psychostimulants,2020,"Rate per 100,000",6.1399,2.142659515
56,Wyoming,Psychostimulants,2021,"Rate per 100,000",7.36618,2.287745779
56,Wyoming,Psychostimulants,2022,"Rate per 100,000",8.84721,2.503933463
56,Wyoming,Psychostimulants,2023,"Rate per 100,000",9.32774,2.601959847
1,Alabama,Heroin,1999,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2000,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2001,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2002,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2003,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2004,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2005,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2006,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2007,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2008,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2009,"Rate per 100,000",N/A,0.153191095
1,Alabama,Heroin,2010,"Rate per 100,000",N/A,N/A
1,Alabama,Heroin,2011,"Rate per 100,000",N/A,0.169510798
1,Alabama,Heroin,2012,"Rate per 100,000",0.7916,0.264408961
1,Alabama,Heroin,2013,"Rate per 100,000",0.83622,0.261983053
1,Alabama,Heroin,2014,"Rate per 100,000",2.69832,0.485693737
1,Alabama,Heroin,2015,"Rate per 100,000",2.4709,0.465209197
1,Alabama,Heroin,2016,"Rate per 100,000",2.81417,0.4997112
1,Alabama,Heroin,2017,"Rate per 100,000",2.72993,0.486991653
1,Alabama,Heroin,2018,"Rate per 100,000",3.05862,0.521752541
1,Alabama,Heroin,2019,"Rate per 100,000",3.1032,0.522112705
1,Alabama,Heroin,2020,"Rate per 100,000",3.0724,0.522501941
1,Alabama,Heroin,2021,"Rate per 100,000",2.95833,0.503814582
1,Alabama,Heroin,2022,"Rate per 100,000",1.01924,0.297606625
1,Alabama,Heroin,2023,"Rate per 100,000",1.00573,0.297233908
2,Alaska,Heroin,1999,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2000,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2001,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2002,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2003,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2004,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2005,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2006,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2007,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2008,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2009,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2010,"Rate per 100,000",N/A,N/A
2,Alaska,Heroin,2011,"Rate per 100,000",N/A,0.899181658
2,Alaska,Heroin,2012,"Rate per 100,000",2.93086,1.208340043
2,Alaska,Heroin,2013,"Rate per 100,000",3.22412,1.323742297
2,Alaska,Heroin,2014,"Rate per 100,000",3.26737,1.308881493
2,Alaska,Heroin,2015,"Rate per 100,000",4.66807,1.532539815
2,Alaska,Heroin,2016,"Rate per 100,000",6.46416,1.853230446
2,Alaska,Heroin,2017,"Rate per 100,000",4.85595,1.623600592
2,Alaska,Heroin,2018,"Rate per 100,000",3.82026,1.429574108
2,Alaska,Heroin,2019,"Rate per 100,000",5.79166,1.74550975
2,Alaska,Heroin,2020,"Rate per 100,000",4.7933,1.619048196
2,Alaska,Heroin,2021,"Rate per 100,000",8.9931,2.202601987
2,Alaska,Heroin,2022,"Rate per 100,000",5.22528,1.66433203
2,Alaska,Heroin,2023,"Rate per 100,000",N/A,N/A
4,Arizona,Heroin,1999,"Rate per 100,000",0.46856,0.192557291
4,Arizona,Heroin,2000,"Rate per 100,000",N/A,0.148377527
4,Arizona,Heroin,2001,"Rate per 100,000",0.45847,0.187767967
4,Arizona,Heroin,2002,"Rate per 100,000",0.47844,0.192102456
4,Arizona,Heroin,2003,"Rate per 100,000",1.22339,0.300349871
4,Arizona,Heroin,2004,"Rate per 100,000",0.75659,0.235602396
4,Arizona,Heroin,2005,"Rate per 100,000",0.56141,0.195280662
4,Arizona,Heroin,2006,"Rate per 100,000",0.86401,0.24028847
4,Arizona,Heroin,2007,"Rate per 100,000",0.85211,0.234768582
4,Arizona,Heroin,2008,"Rate per 100,000",1.05556,0.26197693
4,Arizona,Heroin,2009,"Rate per 100,000",1.35531,0.291844208
4,Arizona,Heroin,2010,"Rate per 100,000",1.46115,0.303453982
4,Arizona,Heroin,2011,"Rate per 100,000",1.85575,0.33954325
4,Arizona,Heroin,2012,"Rate per 100,000",1.60423,0.314822928
4,Arizona,Heroin,2013,"Rate per 100,000",2.29803,0.375959552
4,Arizona,Heroin,2014,"Rate per 100,000",3.05948,0.432092455
4,Arizona,Heroin,2015,"Rate per 100,000",3.79207,0.479715088
4,Arizona,Heroin,2016,"Rate per 100,000",4.49693,0.515838776
4,Arizona,Heroin,2017,"Rate per 100,000",4.97294,0.542381418
4,Arizona,Heroin,2018,"Rate per 100,000",5.15389,0.548230955
4,Arizona,Heroin,2019,"Rate per 100,000",3.90149,0.473978013
4,Arizona,Heroin,2020,"Rate per 100,000",3.08416,0.418666521
4,Arizona,Heroin,2021,"Rate per 100,000",1.59925,0.30341329
4,Arizona,Heroin,2022,"Rate per 100,000",0.7318,0.199028498
4,Arizona,Heroin,2023,"Rate per 100,000",0.61226,0.180378651
5,Arkansas,Heroin,1999,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2000,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2001,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2002,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2003,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2004,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2005,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2006,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2007,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2008,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2009,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2010,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2011,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2012,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2013,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2014,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2015,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2016,"Rate per 100,000",N/A,0.26316077
5,Arkansas,Heroin,2017,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2018,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2019,"Rate per 100,000",1.20446,0.417807645
5,Arkansas,Heroin,2020,"Rate per 100,000",0.74484,0.324528462
5,Arkansas,Heroin,2021,"Rate per 100,000",N/A,N/A
5,Arkansas,Heroin,2022,"Rate per 100,000",Suppressed,#VALUE!
5,Arkansas,Heroin,2023,"Rate per 100,000",N/A,N/A
6,California,Heroin,1999,"Rate per 100,000",1.42977,0.13003915
6,California,Heroin,2000,"Rate per 100,000",0.99397,0.107640295
6,California,Heroin,2001,"Rate per 100,000",0.65793,8.73E-02
6,California,Heroin,2002,"Rate per 100,000",1.04862,0.108514346
6,California,Heroin,2003,"Rate per 100,000",0.98654,0.103386008
6,California,Heroin,2004,"Rate per 100,000",0.80217,9.32E-02
6,California,Heroin,2005,"Rate per 100,000",0.68988,8.60E-02
6,California,Heroin,2006,"Rate per 100,000",0.76587,9.09E-02
6,California,Heroin,2007,"Rate per 100,000",0.78989,9.14E-02
6,California,Heroin,2008,"Rate per 100,000",0.86907,9.48E-02
6,California,Heroin,2009,"Rate per 100,000",0.937,9.85E-02
6,California,Heroin,2010,"Rate per 100,000",0.84352,9.23E-02
6,California,Heroin,2011,"Rate per 100,000",0.94519,9.80E-02
6,California,Heroin,2012,"Rate per 100,000",0.93131,9.70E-02
6,California,Heroin,2013,"Rate per 100,000",1.23814,0.111328923
6,California,Heroin,2014,"Rate per 100,000",1.37888,0.115310887
6,California,Heroin,2015,"Rate per 100,000",1.45425,0.118483117
6,California,Heroin,2016,"Rate per 100,000",1.43835,0.117993223
6,California,Heroin,2017,"Rate per 100,000",1.74889,0.130244231
6,California,Heroin,2018,"Rate per 100,000",1.87939,0.134013115
6,California,Heroin,2019,"Rate per 100,000",2.35893,0.151629941
6,California,Heroin,2020,"Rate per 100,000",2.45405,0.154727518
6,California,Heroin,2021,"Rate per 100,000",1.84856,0.132417671
6,California,Heroin,2022,"Rate per 100,000",1.19626,0.107230352
6,California,Heroin,2023,"Rate per 100,000",0.75817,8.54E-02
8,Colorado,Heroin,1999,"Rate per 100,000",0.9253,0.280169442
8,Colorado,Heroin,2000,"Rate per 100,000",0.83717,0.26660967
8,Colorado,Heroin,2001,"Rate per 100,000",0.48636,0.19914098
8,Colorado,Heroin,2002,"Rate per 100,000",0.60698,0.225389048
8,Colorado,Heroin,2003,"Rate per 100,000",0.44211,0.189948527
8,Colorado,Heroin,2004,"Rate per 100,000",0.49795,0.204016235
8,Colorado,Heroin,2005,"Rate per 100,000",0.84408,0.259535297
8,Colorado,Heroin,2006,"Rate per 100,000",0.80078,0.252598277
8,Colorado,Heroin,2007,"Rate per 100,000",0.77928,0.246173115
8,Colorado,Heroin,2008,"Rate per 100,000",0.94583,0.269425314
8,Colorado,Heroin,2009,"Rate per 100,000",1.38691,0.327904594
8,Colorado,Heroin,2010,"Rate per 100,000",0.87815,0.255529489
8,Colorado,Heroin,2011,"Rate per 100,000",1.53644,0.341400285
8,Colorado,Heroin,2012,"Rate per 100,000",1.7595,0.364515694
8,Colorado,Heroin,2013,"Rate per 100,000",2.27867,0.411176319
8,Colorado,Heroin,2014,"Rate per 100,000",2.91102,0.462689046
8,Colorado,Heroin,2015,"Rate per 100,000",2.8107,0.441918728
8,Colorado,Heroin,2016,"Rate per 100,000",4.20707,0.545442095
8,Colorado,Heroin,2017,"Rate per 100,000",3.91094,0.52033463
8,Colorado,Heroin,2018,"Rate per 100,000",3.92068,0.510937665
8,Colorado,Heroin,2019,"Rate per 100,000",3.55183,0.482262359
8,Colorado,Heroin,2020,"Rate per 100,000",3.64426,0.488859066
8,Colorado,Heroin,2021,"Rate per 100,000",3.12832,0.451722247
8,Colorado,Heroin,2022,"Rate per 100,000",1.0294,0.255858853
8,Colorado,Heroin,2023,"Rate per 100,000",0.58613,0.193378582
9,Connecticut,Heroin,1999,"Rate per 100,000",2.80091,0.561553412
9,Connecticut,Heroin,2000,"Rate per 100,000",3.2032,0.599729189
9,Connecticut,Heroin,2001,"Rate per 100,000",2.75162,0.554832559
9,Connecticut,Heroin,2002,"Rate per 100,000",2.58943,0.542188912
9,Connecticut,Heroin,2003,"Rate per 100,000",3.18935,0.60068885
9,Connecticut,Heroin,2004,"Rate per 100,000",2.77313,0.568271634
9,Connecticut,Heroin,2005,"Rate per 100,000",2.16231,0.495833748
9,Connecticut,Heroin,2006,"Rate per 100,000",2.54819,0.538512566
9,Connecticut,Heroin,2007,"Rate per 100,000",3.46479,0.629523833
9,Connecticut,Heroin,2008,"Rate per 100,000",3.2445,0.613089768
9,Connecticut,Heroin,2009,"Rate per 100,000",2.90656,0.578890404
9,Connecticut,Heroin,2010,"Rate per 100,000",2.27169,0.513884519
9,Connecticut,Heroin,2011,"Rate per 100,000",2.52467,0.543374271
9,Connecticut,Heroin,2012,"Rate per 100,000",2.85116,0.576075268
9,Connecticut,Heroin,2013,"Rate per 100,000",6.52307,0.86516263
9,Connecticut,Heroin,2014,"Rate per 100,000",8.88706,1.026748481
9,Connecticut,Heroin,2015,"Rate per 100,000",11.26022,1.143812212
9,Connecticut,Heroin,2016,"Rate per 100,000",13.06589,1.238279076
9,Connecticut,Heroin,2017,"Rate per 100,000",12.38763,1.210544757
9,Connecticut,Heroin,2018,"Rate per 100,000",9.88237,1.083940838
9,Connecticut,Heroin,2019,"Rate per 100,000",9.73019,1.071498802
9,Connecticut,Heroin,2020,"Rate per 100,000",5.71515,0.805733572
9,Connecticut,Heroin,2021,"Rate per 100,000",3.06918,0.581283137
9,Connecticut,Heroin,2022,"Rate per 100,000",2.42752,0.504244243
9,Connecticut,Heroin,2023,"Rate per 100,000",2.17181,0.48292096
55,Wisconsin,Heroin,1999,"Rate per 100,000",N/A,0.14591071
55,Wisconsin,Heroin,2000,"Rate per 100,000",0.52631,0.191625143
55,Wisconsin,Heroin,2001,"Rate per 100,000",0.43761,0.175387256
55,Wisconsin,Heroin,2002,"Rate per 100,000",0.50485,0.190574381
55,Wisconsin,Heroin,2003,"Rate per 100,000",0.49545,0.190761265
55,Wisconsin,Heroin,2004,"Rate per 100,000",0.39495,0.16554159
55,Wisconsin,Heroin,2005,"Rate per 100,000",0.56894,0.201013245
55,Wisconsin,Heroin,2006,"Rate per 100,000",0.54339,0.201849934
55,Wisconsin,Heroin,2007,"Rate per 100,000",0.64102,0.216003103
55,Wisconsin,Heroin,2008,"Rate per 100,000",1.21987,0.295067191
55,Wisconsin,Heroin,2009,"Rate per 100,000",1.36899,0.311862925
55,Wisconsin,Heroin,2010,"Rate per 100,000",1.70856,0.352484683
55,Wisconsin,Heroin,2011,"Rate per 100,000",2.49345,0.424721835
55,Wisconsin,Heroin,2012,"Rate per 100,000",3.39635,0.496829973
55,Wisconsin,Heroin,2013,"Rate per 100,000",4.32022,0.562931181
